prej_1,prej_2,prej_3,prej_4,prej_5,prej_6,prej_7,prej_8,prej_9,prej_10,prej_11,prej_12,prej_13,prej_14,prej_15,prej_16,prej_17,prej_18,prej_19,prej_20,prej_21,prej_22,prej_23,prej_24,prej_25,prej_26,prej_27,prej_28,prej_29,prej_30,prej_31,prej_32,prej_33,prej_34,prej_35,prej_36,prej_37,prej_38,prej_39,prej_40,prej_41,prej_42,prej_43,prej_44,prej_45,prej_46,prej_47,prej_48,prej_49,prej_50,prej_51,prej_52,prej_53,prej_54,prej_55,prej_56,prej_57,prej_58,prej_59,prej_60,prej_61,prej_62,prej_63,prej_64,prej_65,prej_66,prej_67,prej_68,prej_69,prej_70,prej_71,prej_72,prej_73,prej_74,prej_75,prej_76,prej_77,prej_78,prej_79,prej_80,prej_81,prej_82,prej_83,prej_84,prej_85,prej_86,prej_87,prej_88,prej_89,prej_90,prej_91,prej_92,prej_93,prej_94,prej_95,prej_96,prej_97,prej_98,prej_99,prej_100,prej_101,prej_102,prej_103,prej_104,prej_105,prej_106,prej_107,prej_108,prej_109,prej_110,prej_111,prej_112,prej_113,prej_114,prej_115,prej_116,prej_117,prej_118,prej_119,prej_120,accept_1,accept_2,accept_3,accept_4,accept_5,accept_6,accept_7,accept_8,accept_9,accept_10,accept_11,accept_12,accept_13,accept_14,accept_15,accept_16,accept_17,accept_18,accept_19,accept_20,accept_21,accept_22,accept_23,accept_24,accept_25,accept_26,accept_27,accept_28,accept_29,accept_30,accept_31,accept_32,accept_33,accept_34,accept_35,accept_36,accept_37,accept_38,accept_39,accept_40,accept_41,accept_42,accept_43,accept_44,accept_45,accept_46,accept_47,accept_48,accept_49,accept_50,accept_51,accept_52,accept_53,accept_54,accept_55,accept_56,accept_57,accept_58,accept_59,accept_60,accept_61,accept_62,accept_63,accept_64,accept_65,accept_66,accept_67,accept_68,accept_69,accept_70,accept_71,accept_72,accept_73,accept_74,accept_75,accept_76,accept_77,accept_78,accept_79,accept_80,accept_81,accept_82,accept_83,accept_84,accept_85,accept_86,accept_87,accept_88,accept_89,accept_90,accept_91,accept_92,accept_93,accept_94,accept_95,accept_96,accept_97,accept_98,accept_99,accept_100,accept_101,accept_102,accept_103,accept_104,accept_105,accept_106,accept_107,accept_108,accept_109,accept_110,accept_111,accept_112,accept_113,accept_114,accept_115,accept_116,accept_117,accept_118,accept_119,accept_120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,,,,0,,,,,,37.6,,,23.9,100,,,,0,,41.7,,,,,23,,,0,0,,,,,,,,,,100,,,,9.4,,,,,32,0,,,,,,,,,,,,,0,5.2,,,,,,,,,,,,,,,50,33.7,,,,,,,,,,91.7,82.4,,100,,,,,10,,,9.2,,,,9.9,,0,,,,50.8,23.5,,30.8,,,,0,,10.7
,,50,100,,,,,10,,,,,100,,,,50,,,,100,23,,,,37.7,,,,,,,,,,,,50,,,,,,,,,,,,,,,,100,50.6,100,,100,,,,,100,,,,,,5.4,,,,100,,,100,,,100,100,,,100,,,,,80.3,9.9,,,,100,,0,,,,,100,,100,100,100,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100,,100,,100,,95.4,,100,,,,,17.7,,50,,100,,,,,,,,,61.7,98.2,,,,90.8,,,,,,93.8,,,,,,,,,,98.3,,,,,,,,,95.5,,,,,,,,100,,,,51,,100,85.6,,,,100,,91.8,,,,100,,,53.7,33.4,100,100,,,,,,93,80,,94.4,,,,,,,,,,,,,99.9,,,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.9,,,100,,,,1,,,,100,100,,50.3,100,,,,50.3,,,,100,,,,,,,,,,,,1,100,,,,,100,,,,,,,,,,,,100,,,,,,,,86.1,,,21,100,,,,,,,,,,100,100,,,100,,,,,,,,100,,,,20.7,,,,,100,,,,100,,,,100,100,,,,100,,,100,,100,,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,41.4,,,,,63.7,,,,,,,,,,42.1,,,,,,21.5,,,,48.5,,,33.8,51.4,,,,5.8,24.2,,,93.4,,,35.6,34.8,,,,72.1,,46.6,39.9,,,,,35.1,,35.1,,,,,,,19.2,,,,,45.4,59.9,28.6,,,,,,,,,,,,,26.8,,,29.4,,,,1,,30.3,,,,,,56.8,,,,,,48.5,,34.9,,,,,,,,50.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,88.6,,19.2,,,17.2,86.8,,,,,,18,,,,,17.7,63.5,,,,,16.9,,17.9,,,,,61.7,84.6,66.3,,,,18.5,,16.9,,,,,19.2,16.9,,,,,,,,,,18,,,79.6,,,,,,,,19.6,,,18.9,,,,,17.6,27.6,,,,,,,87.2,82.5,,,16.9,,,,,,0,,,,,,,,,17.9,,,,,,,78.9,,18.2,,
,41.5,,96.9,,98.6,,8.6,,,96.6,,,,,95.8,,74.8,,,,95.2,,,,,,,,97.7,,,,,,,2.7,96.5,,,,,,,,,95.6,78.5,95.6,95.8,84.1,,,,,,,,97.5,,,,,,,,,,,1,,,,,,,,,73.4,96.8,,,,,96.3,,,,,,,,,100,,2.3,,,,,,93.1,,95.5,96.5,96.1,97,,,,92.5,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,100,,,,,,100,,,,,,,,,100,,,,,,,,,100,,,,,,,,0,,100,0,,,,,,,100,100,100,,,,,,,99.9,,,,,,,,100,100,,,,,,,,,,,,,,100,,,,,,100,,,100,,0,,,0,,,0,,,,100,,,100,100,100,,,100,100,100,100,,,100,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,,45.2,,90,,,,,,,80.4,,,24.9,,70,,67.6,,,,,,,5.2,40.3,90,,,,,39,,,5.2,,,,,,90.1,,,,,,,,,,,,,,51.3,,,90.1,,69.2,90,75.5,,27.6,,,,25.4,,,,,67.5,,75.9,,,,,,,,,,60,,,,,100,,,,,90.7,,,,,,,17.3,,,,,91.1,,,,,89.4,,0.4,,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.5,,,98.9,,99.6,,3.7,,,,,95.2,,,,98,,100,99.7,,,,98,,100,,95.4,,,,,97.6,,,,,,2,,13.7,,99.4,,92.5,,,,,,,,,98.9,,,,,,,,,,,,,,,,,,54.5,,99.2,,,,,53,,,98.6,,,,,,,97.7,1,,,,99.2,,,,,,,,,,,,100,100,,,,,51.5,,99.4,,3.2,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83,,,53.1,13.4,72,,,,75.5,,61.5,75.1,,,,,,,,58.7,83.1,,,,,82.7,84.8,,,,,,56.1,,,,,85.2,,73.7,,,34.6,,,17.3,,,,,,,83.2,,,,,,,77.2,,,,,26.3,,,,,,,82.7,80.4,,,75.2,,,,79.2,78.5,,,,,,,,71.3,,,,,84.4,,,,,,,74.4,,,,77.2,,,,,,41.7,,,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50,,,,,,100,100,50,,,,,100,50,,,,,,,100,,0,,,,,,0,,0,,,,,,,,,,,,,0,,,50,0,,,,,,0,,,0,,,,0,,0,,,,50,100,,,,100,,,,,,,,0,,0,,,,,,,,,,,0,100,,0,,,,,,,,0,,,,,,,,,0,,,0,0,
,,,,,,80.6,,3.2,,,,,,,,69.9,50,,,,,,,34.2,,3.5,,88.2,,,,,,,,,61.5,,,,,,,,,50.8,44.9,,,,86.5,,,,,50.4,51.5,,,,,,50.8,52.1,,,,50.1,,,52.3,,,,53.7,79.7,,,45.9,,39.3,,,50.7,,,,,,,58.7,6.8,,,,,,,63.4,,69.3,68,,,,,,,,15.1,,,,,,52,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,,,0,,,,,0,0,,,,,0,0,,,,0,,,,,,,,,,,0,,,,,,0,,,0,,,,0,,,0,0,0,0,,0,,0,,,,,,,,,,0,0,0,,,0,0,,,,0,,,,,,0,,0,,0,,
,,,,100,40.6,50,,0,,50.1,,,,,50.1,100,,,,,,0,,,100,,,,100,,,,,,,,,0,,,,,100,,,,,,100,50,100,,,,50.1,,,,,,,,,,0,,,,,,50,,50.3,,,,100,,,50,,0,,,50,,,,,,,0,85.1,,,,,,,,,,,50.1,,,75.2,100,,0,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,19.2,,1.4,,,,,,,,,0,,20.7,34.2,24.2,,,,,1.4,9.6,38.2,,,,85.1,,,,,86.6,48,,,,,,,50.6,,,,19.7,,,,,,,,,,,19.7,,,,,100,,23.9,35.5,,,,,,,,,,,,25.9,,,,23.5,,,,,,,,,,,,38.9,,1.4,,,1.4,0,0,,,,,59.9,0.7,11,,,12,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,87.3,,,,,,,,,,,,,,,,,,17.7,,,,0,,,18.9,,,,,0,89.9,38.9,,,,0,,,11.3,,0,0,,0,0,,0,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,0,,,0,,,,,,,,,,,,,0,,0,,,,0,,0,,0,0,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2,,,100,,49.4,,,48.8,53.9,,,,,48.2,,,,,0,48.7,54.8,,,,53.1,55.1,,,,,,100,,,,,,,,,100,,,,,,,,,,,,48.8,54.6,,,,10.1,48.4,,,100,,,,,65.9,,,,,,,,100,,,,,52.2,,,,,,80.7,,,60.1,,,,,53.6,,72.6,,55.8,,,,,,,,,,,,67.3,100,54.6,66.1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,27.9,,,,13.2,,,,,,,,,100,,42.4,0,,,,0,,,8.9,,,,,,,,50,,,,,,,,,,,,0,,9.9,,,,,,,0,,,,0,,11,,,,17,31.1,,,,,0,,,,,,0,,,,,,,,14.8,,0,,100,,,,,,,0,0,,,,6.6,,44.5,,32.1,,0,53.8,,,11.5,24.9,
,,48.3,80.1,100,,,12.5,,36.6,97.3,,,50.7,0,,92.5,,,,86.6,,,,,,,,,85.1,89.6,,,,,,,,,,,6.6,,,,,82.3,,,,93.7,,90,,,,,,82,,,81.4,,,100,,100,,,0,,,53.2,,,,,,1,94.9,,,,,,,,95.2,95.4,,,,,,,,,67.7,,,,,,,,,,,,,,50.1,,,,,,,88.7,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22.5,,77.7,,,,,24.6,,28.5,,,,,,,0,,,,,,,,,,,,79.9,,,,,26.8,,3.8,,,1,,,,,,,,,62.8,,,85.9,,1.5,,,,,,,,,,,1,,,0.8,,,,73.1,,95.8,,40,70.1,,,,,,35.8,,0,,39.6,,,,2.7,,,,,4.9,,57.2,,,,,,,,,69.2,87,82.3,,,2.1,,,,,51.5,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,11.5,0,0,,0,,,,,,,0,0,66.9,,,,,0,,0,,,0,,,,,,,54.1,10.1,,,0,,,0,,,,,,0,0,,,,,,,0,0,0,,,,,,0,,,,,,0,,,,,,0,0,,,,,,,,52.4,,,31,0,,88.7,,0,,,,,,,,,,,,,,36.6,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,,100,,,,,,,100,,,100,,100,,,,,,,,,,100,,,,,100,,100,,100,100,,,100,100,100,,,,,,,100,100,,,,100,,,,100,,100,,,,,,,100,,,,,,,,100,,,100,,100,,,,,,,,,,100,,,100,,,,,,,100,100,,,,,,100,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,65.4,,0,,,,,0,,,,,,,1.4,,0,0,,,86.3,,,,,,,,,,,0,,100,,,,,64.9,,,,69.3,,,76.9,3.7,,,,,,,,,,,64.9,0,,,,72.7,36.6,,4.1,,0,2.5,,,,,,0,,,,,,,,,,0,,,,,78,49.9,0,,,,,,,1.5,1,,,,0,,,,,,,,,55.8,,,,
,,,,,,,,,,100,76.1,,57.9,,,,50.6,,,,,0,79.2,19,,,50.8,,100,,,,,100,,0,91.8,,0,,,100,,92,,,,,,,,,,57.6,,,,,,,81.1,100,,,,,35.4,,,,,,,,,,,,100,100,100,31.1,,,,,,,,,13.7,9,100,,0,,51,,,,,100,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30.7,,,,,,,,58.2,,,,1,,,,75.4,,,61.8,,,30.8,,,,91.8,,61.4,77.3,,43.9,,,,,,,,,,,43.2,,45.5,,,,,75.2,69,,31.7,22.1,,,57,64.8,,,,,,,42.7,,,,,,,24.1,83,51.1,,,,48.2,,,,,,,,,,11.3,,,,,,,,,,,,,,,69.4,89.7,,75.2,,,,,69.9,,28.9,,,,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,5.1,,,,,,,,12.1,1.6,,,,16.7,,,,,100,13.1,,,,,0,0.9,,,,,,,,2.8,,,,,,,,,,,14,,,,9.3,,,,,,,30.1,17.4,,1.2,,,,,,4.7,,0.9,,,72.6,,3.7,,5.3,,3.4,,0.3,,,,,,,18.3,100,,,,,,,,,0.5,,,,,50.1,11.9,,,,,,,,50.7,5.4,,,,,4.6,
,,30.1,,,74.1,,,0,,,,83.5,,,,,,74.9,73.4,,78.2,,,,75.4,,,,,,,,,,,,,79.9,,,,78.5,69,,,,,,,,,,,,0,76.2,,,,,,,74.4,73,,73.5,49,,,,,74.5,,,,,,,,,88.3,,,76.8,73.2,26.3,,,,,,,,,,,,70.3,63.7,77,,,,,71.1,,63.1,,,,,,76.3,,,,73.5,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,6.2,,,61.4,,,13.1,,,,40.4,6.8,,,,22,,,,,,,,,,,,,,,,,,,,25.5,,,,,,10.8,,,,34.2,,3.7,5.1,7.5,,,,,,,28.5,,5.8,14.5,26.9,,,,,,,29.7,,,7.3,,,,21.3,,,29.6,,,,,,41.5,,,,,21,,,9.6,,7.6,,,,10.3,8.5,,,0,17.5,,,,,,,18.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,0,,,,,,10,,0,10,,20,,9.9,,,,,100,,0,0,,,0,,,,,,,,,,,30.6,,,,,0,,,,,,,0,,,0,0,,,,,,,,0,,,,40,0,,0,,,0,,,,,,,,0,,,0,,,0,0,79.4,,,40.8,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3,69.3,,23,,91.8,,,,,24.4,,,,,,,,,81.1,,71.4,,,,,76.8,,80.8,85.8,,,,,,,71.4,,,,77.9,70.3,,,,,71.8,,,,42.8,,,,,,,82,77,69.6,65.6,80.7,,,,,74.1,,,,66.1,,,,,,,,,,,,,,,,,,,,59.6,,78.2,,,,,,67.6,89.2,,,,,,,62,76.2,63.5,,66.5,,,,
90,,,,,,90,,,50,,64.9,,,,,,,74.9,,,,,,,,,84.9,,90,,,,90,84.9,,,,,1.4,,,,,90,,,,90,,,90,94.9,,,,,,90,,,,,,90,,90,50,,,,,,,90,,90,,,,,,,44.9,90,,,,,0,,84.9,,,,,90,90,,84.9,,,,,,,,,,,,24.9,,,,,,90,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,93.1,,,,,,,90.3,95.9,,52.4,,,92.1,,,,,,,,55.5,,29.4,,,94.6,,,,,,,1,,,1,16.2,,,,81.5,,70.4,,,87.5,45.5,,,,,,,,,,,,93.7,79.4,,,,,,,,,41.4,,96.2,,,,,97,,,,,,,89.3,,,,94.6,,,,85.1,1,,,,,,,,,,93.1,,91.7,90.7,,92.4,,83,,,,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16.1,,29.4,,,,,,,,49.7,,,1.1,,,,,,,,,,55.9,,,,,,,,,,,1.1,,1.1,,,,47.7,,35.1,,,,,,,40.4,93.1,,,,,,,47.7,,,57,,1.1,,0.3,1.5,,,,,,100,,23,,,44.9,,,39.6,,,,29.4,,,,0.8,,,,,,,,,,,,18.5,,,,76.8,60.7,68.6,93.7,,,,18.7,,,0,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,50.4,,11.4,0,,,,,,0,0,,,100,,,0,,,,,,,,27.4,,,,,,,,,,,,18.9,0,0,,,0,,0,,,,0,,0,,,,8.5,,0,,0,,,,,81,,,,,,0,,,88.3,,84.3,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,0,,,,,
,,,25.6,,,,22.7,,,,,52.4,,,51.3,,,,,,56.5,0,,55.6,,,,,85.8,,,,,,52.8,0,,,,33.9,,,56.3,,,,,39.4,,23.9,,73.2,53.9,,,43.5,,,,39.2,,,56.3,,,,,,,,,53.2,,,51.4,,,,,,56.2,,54.5,,57.6,,,,,,,,,,,,,,70,,55.8,,,51.3,73.2,,,,,,43.5,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,,,,,,,74.5,41.7,,,,,100,,14.9,,,,,21.8,,,21,,73,,21.1,,,,,,,24.5,,,,88.9,,,,,,,86.1,,76.5,,,,8.6,57,74.2,,,,56.6,,,,22.3,,64.1,,,,,,,,,,,,16.3,,,,,,85.5,,9.6,,,,,64.5,91,,84.9,,36.6,,,4.5,,,33.4,,,,,,,,,,,,,38.2,,,,,,21.8
,,,,,,,,,,,85.2,90.3,,,,,,,,50,75.8,,,40.1,,,50.8,,,80,100,,,,,,,,0,,15.2,,,,,,,,90.1,,,,,55.1,,,90,,60.1,,,95.5,,,0,,,,,,85.1,,50.4,,,,,85.4,,,,,,,,50,,20.3,,,,,,,0,,,,50.7,80,70.7,,,,,,70,,50.4,,,89,,40.3,,,,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,60.7,,11.3,,20.4,,,25.8,60.8,,,,,,,68.9,,,40,,85.2,,,20.3,,,,,,,,68.5,35.5,,,,,,,74.8,,27.5,63.9,,,79.9,,,51,,,,,,,,,27.3,,,,,,,,,,,9,,50.7,65.1,,,,10,,,,51.3,53,,,,17.3,,,,,86.9,,,,,,,,,,,,,32,,,,,,,,25.8,26.3,53.9,,,,,
100,,0.1,,,,100,,,,,0,,82.7,,,,,,,57,,1,,,,1,,,,,,,,,100,0,58,,,,0.1,,,100,,40,64.9,,50.8,,,,,,,,,,59.2,,,,,,,,,,,,,,,100,42.4,100,57.2,,59.2,,,,,,,,58.5,57.9,,0,100,0,,,0,,,,,,,,,,,,,,,,,72.3,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,24.2,54.1,,,,,,,48.4,,,,,,,,,53.6,23.4,,,18.1,,,,15.7,82.5,93.4,,,,,,55.6,,,,,,,,,,11.8,,43.2,,,,92,62.7,,61.4,,,57.8,,,,,,,,,,6.6,,,,,27.6,,,,,,55,63.3,,92.6,25.3,,,72.9,,47.6,,,,,,81.1,,,,,,,35.7,88.5,,,30.9,,,,,,,,81.1,,,,,,,
